htid,title,author,year,source
mdp.39015031213567,Polymath,John Brunner,1963,laure
mdp.39015031213559,More Things in Heaven,John Brunner,1963,laure
osu.32435053306510,The Dreaming Earth,John Brunner,1963,laure
mdp.39015056894077,Anything You Can Do ...,Darrel T. Langart,1963,laure
uva.x000196487,Shield,Poul Anderson,1963,laure
mdp.39015014137635,The Earth War,Mack Reynolds,1963,laure
mdp.39015006577798,Podkayne of Mars,Robert A. Heinlein,1963,laure
mdp.39015020680917,Way Station,Clifford D. Simak,1963,laure
mdp.39015025036396,The Day Before Tomorrow,Gérard Klein,1963,laure
osu.32435055429930,The Fury from Earth,Dean McLaughlin,1963,laure
uc1.b4098281,Dolphin Island,Arthur C. Clarke,1963,laure
mdp.39015016915616,The Beast,A. E. van Vogt,1963,laure
mdp.39015046455807,V.,Thomas Pynchon,1963,laure
mdp.39015008892666,Orphans of the Sky,Robert A. Heinlein,1963,laure
uva.x001466124,"Dr. Strangelove, or How I Learned to Stop Worrying and Love the Bomb",Peter George,1963,laure
uva.x000095162,Penelope,William C. Anderson,1963,laure
mdp.39015010311036,Fifth Planet,Fred Hoyle & Geoffrey Hoyle,1963,laure
osu.32435053310868,Return of the Shadow,Walter B. Gibson,1963,laure
osu.32435053308003,The Sentinel Stars,Louis Charbonneau,1963,laure
osu.32435006809198,Beyond the Stars,Ray Cummings,1963,laure
osu.32435055582522,Apollo at Go,Jeff Sutton,1963,laure
uga1.32108011179770,Radar Alert,Karl Zeigfreid,1963,laure
osu.32435053314332,Slave Planet,Laurence Janifer,1963,laure
ppt.ssfcbz201808000189,Slave Planet,Laurence M. Janifer,1963,laure
mdp.39015013134476,The Disappearing Dog Trick,Scott Corbett,1963,laure
uc1.31158000172527,The Horror from the Hills,Frank Belknap Long,1963,laure
mdp.39015056315982,The Dot and the Line: A Romance in Lower Mathematics,Norton Juster,1963,laure
mdp.39015003942250,The Scent of Water,Elizabeth Goudge,1963,laure
uc1.b2840214,Out of the Dead City,Samuel R. Delany,1963,laure
uc1.31210006051351,Ten from Infinity,Ivar Jorgensen,1963,laure
uc1.31210018345320,Moon Base,E. C. Tubb,1963,laure
pst.000018385762,Time at the Top,Edward Ormondroyd,1963,laure
nyp.33433045046558,A Likeness to Voices,Mary Savage,1963,laure
mdp.39015003346288,Seconds,David Ely,1963,laure
uc1.$b396594,Julian the Magician,Gwendolyn MacEwen,1963,laure
mdp.39015060029272,X,Eunice Sudak,1963,laure
uc1.b4385995,Sedge,Louis J. Halle,1963,laure
mdp.39015008247424,Planet of the Apes,Pierre Boulle,1963,laure
uva.x000221509,It Was the Day of the Robot,Frank Belknap Long,1963,laure
uc1.b3157702,The Hour of the Robots,Karl Bruckner,1963,laure
uc1.32106010262902,The Wall,Marlen Haushofer,1963,laure
cub.p101151703015,River of Time,Wallace West,1963,laure
uc1.31210020198766,The Star Men,Oscar J. Friend,1963,laure
uga1.32108011171108,Three Steps Spaceward,Frank B. Long,1963,laure
uva.x000241783,The Wooden Soldiers of Oz,Alexander Volkov,1963,laure
mdp.39015053104181,The Premier,Earl Conrad,1963,laure
uc1.b4084596,Amber Princess,Henry Treece,1963,laure
txu.059173026594947,Hopscotch,Julio Cortázar,1963,laure
inu.39000003946121,Man Without a Shadow,Colin Wilson,1963,laure
mdp.39015002324369,The Sex Diary of Gerard Sorme,Colin Wilson,1963,laure
uc1.b4930126,The Makepeace Experiment,Abram Tertz,1963,laure
mdp.39015030744257,The Day Natal Took Off: A Satire,Anthony Delius,1963,laure
uc1.$b115731,Little Plum,Rumer Godden,1963,laure
mdp.39015007019691,Mulata,Miguel Ángel Asturias,1963,laure
uc1.$b704637,The Mulatta and Mr. Fly,Miguel Ángel Asturias,1963,laure
uc1.$b391520,The Memoirs of Zeus,Maurice Druon,1963,laure
mdp.39015047521672,Harold's ABC,Crockett Johnson,1963,laure
mdp.39015003699850,Two by Two: A Story of Survival,David Garnett (I),1963,laure
umn.31951002029400o,I Was Alone: A Novel of Life on Earth and Elsewhere,Joe H. LePire,1963,laure
wu.89062354584,An End to Bugling,Edmund G. Love,1963,laure
osu.32435069286144,Mañanaland,Brian MacDonnaill,1963,laure
cub.p102220410005,The Tulip Tree,Howard Rigsby,1963,laure
mdp.39015039633378,The Devil with Love,Robert Nathan,1963,laure
osu.32435053311676,The Day the Earth Froze,Gerald Hatch,1963,laure
mdp.39015000545593,The Winter People,Gilbert Phelps,1963,laure
nyp.33433044981979,"Alias Kinson; or, The Ghost of Billy the Kid",Ignatz Sahula-Dycke,1963,laure
uc1.b3407011,The Turret,Margery Sharp,1963,laure
mdp.39015011805234,Kate Crackernuts,K. M. Briggs,1963,laure
uc1.$b391578,The Trial of Charles de Gaulle,Alfred Fabre-Luce,1963,laure
nyp.33433045002890,"Private War with Russia: A Novel; Place: Washington, D.C.; Time: Tomorrow",Ernest R. May,1963,laure
mdp.39015008444773,Tatsinda,Elizabeth Enright,1963,laure
uc1.b4101937,The Beast with the Magical Horn,Eleanor Cameron,1963,laure
uc1.b4376773,"Iron Earth, Copper Sky",Yashar Kemal,1963,laure
ppt.ssfcbz201710000329,Passsport to eternity / J.G. Ballard.,"Ballard, J. G., 1930-2009",1963,temple
ppt.ssfcbz201808000058,"The coming of the robots / edited, and with an introd., by Sam Moskowitz.",,1963,temple
ppt.ssfcbz201808000061,Way out / edited by Ivan Howard.,,1963,temple
ppt.ssfcbz201808000126,The day the earth froze : a science fiction novel / Gerald Hatch.,"Hatch, Gerald.",1963,temple
ppt.ssfcbz202002001095,"Exploring other worlds / edited, and with an introd. by Sam Moskowitz.",,1963,temple
ppt.ssfcbz202002001131,More adventures on other planets / edited by Donald A. Wollheim.,,1963,temple
mdp.39015016466511,The Dark Light-Years,Brian Aldiss,1964,laure
mdp.39015014166568,The Whole Man,John Brunner,1964,laure
mdp.39015003899278,The Wanderer,Fritz Leiber,1964,laure
ppt.ssfcbz201710000358,Martian Time-Slip,Philip K. Dick,1964,laure
ppt.ssfcbz201710000357,Clans of the Alphane Moon,Philip K. Dick,1964,laure
mdp.49015002164110,Deathworld 2,Harry Harrison,1964,laure
mdp.39015014695517,Davy,Edgar Pangborn,1964,laure
pst.000033205854,The Book of Three,Lloyd Alexander,1964,laure
uva.x000156215,Golden Blood,Jack Williamson,1964,laure
mdp.39015003897637,The Face of Another,Kobo Abe,1964,laure
uc1.$b401402,Marooned,Martin Caidin,1964,laure
pst.000013229474,The Bloody Sun,Marion Zimmer Bradley,1964,laure
mdp.39015011340414,Farnham's Freehold,Robert A. Heinlein,1964,laure
mdp.49015000896655,Charlie and the Chocolate Factory,Roald Dahl,1964,laure
uc1.32106001607362,Far Rainbow,Arkady Strugatsky & Boris Strugatsky,1964,laure
ucbk.ark:/28722/h2k64b112,Hard to Be a God,Arkady Strugatsky & Boris Strugatsky,1964,laure
ppt.ssfcbz201808000132,The Reassembled Man,Herbert D. Kastle,1964,laure
ppt.ssfcbz201710000356,The Simulacra,Philip K. Dick,1964,laure
mdp.39015060111138,The Penultimate Truth,Philip K. Dick,1964,laure
uc1.31210004212666,Almuric,Robert E. Howard,1964,laure
uiug.30112002950746,Beyond the Barrier,Damon Knight,1964,laure
mdp.39015013946481,Earth's Last Citadel,Henry Kuttner & C. L. Moore,1964,laure
ppt.ssfcbz202002001062,The Prodigal Sun,Philip E. High,1964,laure
mdp.39015016423827,Tongues of the Moon,Philip José Farmer,1964,laure
mdp.39015014855442,The Eve of Saint Venus,Anthony Burgess,1964,laure
pst.000033666921,Black Hearts in Battersea,Joan Aiken,1964,laure
mdp.39015055165719,The Dalkey Archive,Flann O'Brien,1964,laure
mdp.39015037369322,The Fair,Robert Nathan,1964,laure
mdp.39015003942128,Sunburst,Phyllis Gotlieb,1964,laure
pur1.32754064557824,The Main Experiment,Christopher Hodder-Williams,1964,laure
ppt.ssfcbz201808000191,The Day They Invaded New York,Irwin Lewis,1964,laure
uc1.$b401410,White Pills,Ted Carroll,1964,laure
mdp.39015066065247,The Invincible,Stanislaw Lem,1964,laure
uc1.b3407032,Basil and the Lost Colony,Eve Titus,1964,laure
pst.000024654708,The Transcendental Murder,Jane Langton,1964,laure
mdp.39015048950938,Chitty Chitty Bang Bang,Ian Fleming,1964,laure
pst.000025462791,An Enemy at Green Knowe,L. M. Boston,1964,laure
ppt.ssfcbz201710000330,The Burning World,J. G. Ballard,1964,laure
mdp.39015000615032,Looking for the General,Warren Miller,1964,laure
ppt.ssfcbz202002001054,The Valley of Creation,Edmond Hamilton,1964,laure
mdp.39015002143181,The Reign of Wizardry,Jack Williamson,1964,laure
mdp.39015019385064,World Soul,Eremei Parnov & Mikhail Emtsev,1964,laure
mdp.39015013787695,Garden on the Moon,Pierre Boulle,1964,laure
mdp.39076000615059,The Bat-Poet,Randall Jarrell,1964,laure
uc1.b4880378,Undine,Phyllis Brett Young,1964,laure
mdp.39015016450499,The 480,Eugene Burdick,1964,laure
mdp.39015002236647,Season of Ponies,Zilpha Keatley Snyder,1964,laure
mdp.39015011342915,Out,Christine Brooke-Rose,1964,laure
mdp.39015003497941,The Magic Stone,Penelope Farmer,1964,laure
uc1.b4089040,Talargain,Joyce Gard,1964,laure
uiug.30112002843461,Magnificent White Men,Helen Hunter,1964,laure
uc1.b3477065,Blue Boy,Edwin A. Peeples,1964,laure
mdp.39015002756537,More About Scheherazade,Cèpre Sarbrow,1964,laure
mdp.39015024090691,The Strange Light,James Reeves,1964,laure
mdp.39015025957336,A Naked Girl,Nikos Athanassiades,1964,laure
mdp.39015008220900,The Pushcart War,Jean Merrill,1964,laure
uva.x002179317,The Paralyzing Rays vs. the Nuclears,Guido (Skipper) Nizzi,1964,laure
mdp.39015027553364,The Three Princes of Serendip,Elizabeth Jamison Hodges,1964,laure
ppt.ssfcbz201710000331,The terminal beach / J.G. Ballard.,"Ballard, J. G., 1930-2009",1964,temple
ppt.ssfcbz201710000336,The dark side of the earth / Alfred Bester.,"Bester, Alfred.",1964,temple
ppt.ssfcbz201710000422,Sturgeon in orbit / Theodore Sturgeon [i.e. E. H. Waldo],"Sturgeon, Theodore",1964,temple
uc1.32106002023783,Earthworks,Brian W. Aldiss,1965,laure
mdp.39015011250290,The Universe Between,Alan E. Nourse,1965,laure
mdp.39015066408991,The Three Stigmata of Palmer Eldritch,Philip K. Dick,1965,laure
mdp.39015013291920,The Star Fox,Poul Anderson,1965,laure
mdp.39015016450234,The Squares of the City,John Brunner,1965,laure
mdp.39015014519063,A Plague of Pythons,Frederik Pohl,1965,laure
mdp.39015013501922,Demon in the Skull,Frederik Pohl,1965,laure
mdp.39015025036388,The Maker of Universes,Philip José Farmer,1965,laure
mdp.39015016450226,The Long Result,John Brunner,1965,laure
coo.31924001888993,"God Bless You, Mr. Rosewater or Pearls Before Swine","Kurt Vonnegut, Jr.",1965,laure
pst.000008359247,"God Bless You, Mr. Rosewater or Pearls Before Swine",Kurt Vonnegut,1965,laure
mdp.39015004030758,The Genocides,Thomas M. Disch,1965,laure
mdp.49015003071447,Dune,Frank Herbert,1965,laure
mdp.49015000675919,Dr. Bloodmoney or How We Got Along After the Bomb,Philip K. Dick,1965,laure
mdp.39015003634022,The Black Cauldron,Lloyd Alexander,1965,laure
pst.000014940132,"Bill, the Galactic Hero",Harry Harrison,1965,laure
uva.x000313824,Quest Crosstime,Andre Norton,1965,laure
mdp.39015014367190,Lord Kalvan of Otherwhen,H. Beam Piper,1965,laure
uva.x000936807,Age of Miracles,John Brunner,1965,laure
mdp.39015034518962,City of a Thousand Suns,Samuel R. Delany,1965,laure
pst.000013229504,Star of Danger,Marion Zimmer Bradley,1965,laure
mdp.39015016450614,Sleeping Planet,"William R. Burkett, Jr.",1965,laure
mdp.39015012175769,Stormbringer,Michael Moorcock,1965,laure
mdp.39015008713003,The Blood Red Game,Michael Moorcock,1965,laure
mdp.39015012309145,The Winds of Limbo,Michael Moorcock,1965,laure
mdp.39015009018279,The City of the Beast,Michael Moorcock,1965,laure
uva.x030370604,City of the Beast,Michael Moorcock,1965,laure
mdp.39015009018329,Lord of the Spiders,Michael Moorcock,1965,laure
pst.000046544230,Elidor,Alan Garner,1965,laure
mdp.39015027227860,Conquerors from the Darkness,Robert Silverberg,1965,laure
pst.000064512624,Steel Magic,Andre Norton,1965,laure
ppt.ssfcbz202002001133,The Last Hope of Earth,Lan Wright,1965,laure
mdp.39015055165818,The Galactic Troubadours,A. M. Lightner,1965,laure
mdp.39015033284335,Dare,Philip José Farmer,1965,laure
nyp.33433045184938,Atlan,Jane Gaskell,1965,laure
ppt.ssfcbz202002001057,The Jupiter Legacy,Harry Harrison,1965,laure
mdp.39015016917729,Rogue Ship,A. E. van Vogt,1965,laure
mdp.49015000896473,"Over Sea, Under Stone",Susan Cooper,1965,laure
mdp.39015019750366,The Forgotten Door,Alexander Key,1965,laure
uc1.b4382653,White Lotus,John Hersey,1965,laure
mdp.39015000627532,The Cook,Harry Kressing,1965,laure
uc1.$b338024,The Red Dust,Bee Baldwin,1965,laure
mdp.39015031222907,Journal from Ellipsia,Hortense Calisher,1965,laure
ppt.ssfcbz201710000342,Psychedelic-40,Louis Charbonneau,1965,laure
uc1.b4089971,The Carefully Considered Rape of the World,Shepherd Mead,1965,laure
mdp.39015016440722,The Ballad of Beta-2,Samuel R. Delany,1965,laure
pst.000054205079,"""Repent, Harlequin!"" Said the Ticktockman",Harlan Ellison,1965,laure
mdp.39015008855051,Visa for Avalon,Bryher,1965,laure
mdp.39015002253840,The Magus,John Fowles,1965,laure
mdp.39015046378488,The Tin Men,Michael Frayn,1965,laure
mdp.39015014863933,The Mallot Diaries,Robert Nathan,1965,laure
mdp.39015019072720,The Generals,Per Wahlöö,1965,laure
mdp.39076000844964,The Runaway Robot,Lester del Rey,1965,laure
mdp.39015030701356,The Adventure of the Orient Express,August Derleth,1965,laure
mdp.39015073907225,The Wandering Unicorn,Manuel Mujica Láinez,1965,laure
mdp.39015002644014,Strike from Space,Phyllis Schlafly & Chester Ward,1965,laure
mdp.39015046373323,The Arm of the Starfish,Madeleine L'Engle,1965,laure
ppt.ssfcbz201808000135,Sexualis '95,Jacques Sternberg,1965,laure
txu.059173022862910,Dona Flor and Her Two Husbands,Jorge Amado,1965,laure
mdp.39015013296101,Moominpappa at Sea,Tove Jansson,1965,laure
uc1.b3346078,A Wreath of Roses,John Blackburn,1965,laure
uc1.b4099051,The Cloud Forest,Joan North,1965,laure
ppt.ssfcbz202002001114,Beyond the Black Enigma,Bart Somers,1965,laure
mdp.39015014834223,Epp,Axel Jensen,1965,laure
uc1.b4097167,Robert Nathan's Portrait of Jennie: A Play in Three Acts,Bettye Knapp,1965,laure
mdp.39015020699693,The Painted Bird,Jerzy Kosinski,1965,laure
uc1.b3346798,The Visitors,Nathaniel Benchley,1965,laure
mdp.39015024084132,Bond of the Fire,Anthony Fon Eisen,1965,laure
mdp.39015016415591,The Fires of Arcadia,G. B. Harrison,1965,laure
uc1.32106002118609,The Animal Family,Randall Jarrell,1965,laure
mdp.39015030067436,Homunculus: A Magic Tale,Sven Delblanc,1965,laure
uc1.$b115455,The Coming of the Unselves,Edmund Ludlow,1965,laure
uc1.b3346974,The Biggest Pig in Barbados: A Fable,Wolf Mankowitz,1965,laure
uc1.$b106357,No Heaven for Gunga Din: Consisting of the British and American Officers' Book,Ali Mirdrekvandi Gunga Din,1965,laure
mdp.39015016436324,The Lost Diaries of Albert Smith,Robert Muller,1965,laure
uc1.$b114016,Envoy from Heaven,Joseph Tusiani,1965,laure
ppt.ssfcbz201710000423,Baby Is Three,Theodore Sturgeon,1965,temple
ppt.ssfcbz201710000423,...And My Fear Is Great,Theodore Sturgeon,1965,temple
ppt.ssfcbz201808000154,Secret of the black planet / Milton Lesser.,"Lesser, Milton, 1928-2008",1965,temple
ppt.ssfcbz202002001083,"The haunter of the dark and other tales of horror / edited, and with an introduction by August Derleth.","Lovecraft, H. P. 1890-1937",1965,temple
mdp.39015008439583,Planet of Exile,Ursula K. Le Guin,1966,laure
mdp.39015004924760,Rocannon's World,Ursula K. Le Guin,1966,laure
mdp.39015008918743,The Eyes of Heisenberg,Frank Herbert,1966,laure
mdp.39015008918735,The Green Brain,Frank Herbert,1966,laure
mdp.39015014859287,Skylark DuQuesne,E. E. 'Doc' Smith,1966,laure
mdp.39015010450529,The Moon Is a Harsh Mistress,Robert A. Heinlein,1966,laure
mdp.49015000689860,Make Room! Make Room!,Harry Harrison,1966,laure
mdp.39015000670789,Flowers for Algernon,Daniel Keyes,1966,laure
uc1.b4931266,Earthblood,Keith Laumer & Rosel George Brown,1966,laure
mdp.39015008005442,The Eyes of the Overworld,Jack Vance,1966,laure
mdp.39015005888113,Destination: Void,Frank Herbert,1966,laure
mdp.39015004022011,The Castle of Llyr,Lloyd Alexander,1966,laure
mdp.39015005320745,Babel-17,Samuel R. Delany,1966,laure
mdp.39015000363344,This Immortal,Roger Zelazny,1966,laure
mdp.39015011331504,Moon of Three Rings,Andre Norton,1966,laure
osu.32435053363131,The Monitors,Keith Laumer,1966,laure
ppt.ssfcbz201710000332,The Crystal World,J. G. Ballard,1966,laure
mdp.39015028745233,Empire Star,Samuel R. Delany,1966,laure
mdp.39015011913632,Watchers of the Dark,"Lloyd Biggle, Jr.",1966,laure
pst.000012778621,Ensign Flandry,Poul Anderson,1966,laure
mdp.39015005576171,Galactic Sibyl Sue Blue,Rosel George Brown,1966,laure
uva.x004507382,Sibyl Sue Blue,Rosel George Brown,1966,laure
uc1.b3451496,The Judgment of Eve,Edgar Pangborn,1966,laure
pst.000018727326,Earthfasts,William Mayne,1966,laure
mdp.39015024077193,Fantastic Voyage,Isaac Asimov,1966,laure
mdp.39015001771479,Night of Light,Philip José Farmer,1966,laure
uc1.$b391279,All Fools' Day,Edmund Cooper,1966,laure
mdp.39015059274319,The Crack in Space,Philip K. Dick,1966,laure
uva.x030796533,The Space Plague,A. M. Lightner,1966,laure
mdp.39015014858958,Shoot at the Moon,William F. Temple,1966,laure
mdp.39015030745007,The Gates of Creation,Philip José Farmer,1966,laure
mdp.39015016444443,The Gate of Time,Philip José Farmer,1966,laure
inu.32000003236454,The City,Jane Gaskell,1966,laure
mdp.39015030752805,October the First Is Too Late,Fred Hoyle,1966,laure
mdp.39015008371141,The Dream Master,Roger Zelazny,1966,laure
mdp.39015013009553,Black and Blue Magic,Zilpha Keatley Snyder,1966,laure
mdp.39015001549198,"Giles Goat-Boy or, the Revised New Syllabus",John Barth,1966,laure
mdp.39015035329427,The Crying of Lot 49,Thomas Pynchon,1966,laure
mdp.39015014138625,Colossus,D. F. Jones,1966,laure
mdp.39015019966608,Emma in Winter,Penelope Farmer,1966,laure
mdp.39015010721986,The Anti-Death League,Kingsley Amis,1966,laure
mdp.39015011353045,Such,Christine Brooke-Rose,1966,laure
mdp.39015010321076,Psychogeist,L. P. Davies,1966,laure
ppt.ssfcbz201808000164,Utopia Minus X,Rex Gordon,1966,laure
ppt.ssfcbz201808000142,The Furies,Keith Roberts,1966,laure
osu.32435059662031,The Quy Effect,Arthur Sellings,1966,laure
ppt.ssfcbz201808000144,The Mutants,Kris Neville,1966,laure
mdp.39015016441985,The Enemy of My Enemy,Avram Davidson,1966,laure
mdp.39015011802256,The Shores of Death,Michael Moorcock,1966,laure
ppt.ssfcbz201808000153,The Twilight Man,Michael Moorcock,1966,laure
ppt.ssfcbz202002001082,Lest Earth Be Conquered,Frank Belknap Long,1966,laure
ppt.ssfcbz202002001055,Doomstar,Edmond Hamilton,1966,laure
